th,year,dstrct_id,dstrct_Kanji,当落,Win(1:3),vote,vote_pcnt,candidate_name,gender,DOB,terms,party,派閥,派閥系統,新旧,推薦
41,1996,id08_27_17,大阪府１７区,-,3,40337,23.8,岡下昌浩,,,,自,,,新,
41,1996,id08_27_17,大阪府１７区,-,3,5329,3.1,奥田クスミ,女,1947/6/11 0:00,,合,,,新,
41,1996,id08_27_18,大阪府１８区,当,1,88147,41.8,中山太郎,男,1924/8/27 0:00,4,自,三,清和会,前,
41,1996,id08_27_18,大阪府１８区,-,3,78822,37.4,大西靖人,,,,進,生,,新,
41,1996,id08_27_18,大阪府１８区,-,3,38932,18.5,古久保暢男,,,,共,,,新,
41,1996,id08_27_18,大阪府１８区,-,3,4892,2.3,松本達也,,,,合,,,新,
41,1996,id08_27_19,大阪府１９区,当,1,73018,48.4,松浪健四郎,男,1946/10/14 0:00,1,進,,,新,
41,1996,id08_27_19,大阪府１９区,-,3,53906,35.7,池尻久和,,,,自,,,新,
41,1996,id08_27_19,大阪府１９区,-,3,20297,13.5,原田千鶴,,,,共,,,新,
41,1996,id08_27_19,大阪府１９区,-,3,3676,2.4,山本昭太,,,,合,,,新,
41,1996,id08_28_01,兵庫県１区,当,1,52064,33.6,石井一,男,1934/8/17 0:00,9,進,生,,前,
41,1996,id08_28_01,兵庫県１区,比当,2,50181,32.4,砂田圭佑,男,1933/11/21 0:00,,自,,,新,
41,1996,id08_28_01,兵庫県１区,-,3,32744,21.1,松田隆彦,,,,共,,,新,
41,1996,id08_28_01,兵庫県１区,-,3,14508,9.4,上野恵司,,,,会,,,新,
41,1996,id08_28_01,兵庫県１区,-,3,5567,3.6,宮後恵喜,,,,合,,,新,
41,1996,id08_28_02,兵庫県２区,当,1,63676,34.2,赤羽一嘉,男,1958/5/7 0:00,2,進,公,,前,
41,1996,id08_28_02,兵庫県２区,-,3,54570,29.3,奥谷通,,,,自,,,新,
41,1996,id08_28_02,兵庫県２区,-,3,34699,18.6,井村弘子,女,1946/7/3 0:00,,共,,,新,
41,1996,id08_28_02,兵庫県２区,-,3,30537,16.4,高見裕一,,,,さ,日,,前,民主
41,1996,id08_28_02,兵庫県２区,-,3,2744,1.5,清水和一郎,,,,諸,,,新,
41,1996,id08_28_03,兵庫県３区,当,1,57368,34.8,土肥隆一,男,1939/2/11 0:00,3,改,社,,前,新進・民主・公明
41,1996,id08_28_03,兵庫県３区,-,3,40556,24.6,加藤英一,,,,自,,,新,
41,1996,id08_28_03,兵庫県３区,-,3,33487,20.3,岡崎宏美,,,,会,,,前,
41,1996,id08_28_03,兵庫県３区,-,3,27844,16.9,福田道代,,,,共,,,新,
41,1996,id08_28_03,兵庫県３区,-,3,5686,3.4,谷口秀二,,,,諸,,,新,
41,1996,id08_28_04,兵庫県４区,当,1,110873,49.5,井上喜一,男,1932/5/24 0:00,4,進,生,,前,
41,1996,id08_28_04,兵庫県４区,-,3,65224,29.1,小西俊一,,,,自,,,新,
41,1996,id08_28_04,兵庫県４区,-,3,24649,11,金田峰生,男,1965/8/25 0:00,,共,,,新,
41,1996,id08_28_04,兵庫県４区,-,3,23361,10.4,吉村誠司,,,,民,,,新,
41,1996,id08_28_05,兵庫県５区,当,1,108180,47.9,谷洋一,,,8,自,渡,志帥会,前,
41,1996,id08_28_05,兵庫県５区,-,3,91989,40.7,吉岡賢治,,,,改,社,,前,新進・民主・公明
41,1996,id08_28_05,兵庫県５区,-,3,25881,11.4,前田均,,,,共,,,新,
41,1996,id08_28_06,兵庫県６区,当,1,89672,38.3,小池百合子,女,1952/7/15 0:00,2,進,日,,前,
41,1996,id08_28_06,兵庫県６区,比当,2,81398,34.7,阪上善秀,男,1947/8/4 0:00,,自,,,新,
41,1996,id08_28_06,兵庫県６区,-,3,32210,13.8,佐伯勉,,,,共,,,新,
41,1996,id08_28_06,兵庫県６区,-,3,26594,11.4,間脇八蔵,,,,民,,,新,
41,1996,id08_28_06,兵庫県６区,-,3,4376,1.9,鈴木邦重,,,,合,,,新,
41,1996,id08_28_07,兵庫県７区,当,1,102684,46.6,土井たか子,女,1928/11/30 0:00,10,社,,,前,
41,1996,id08_28_07,兵庫県７区,-,3,71288,32.3,今西永兒,,,,進,,,新,
41,1996,id08_28_07,兵庫県７区,-,3,25437,11.5,肥塚博志,,,,自,,,新,
41,1996,id08_28_07,兵庫県７区,-,3,21002,9.5,礒見恵子,女,1957/2/12 0:00,,共,,,新,
41,1996,id08_28_08,兵庫県８区,当,1,70849,34.3,冬柴鉄三,男,1936/6/29 0:00,4,進,公,,前,
41,1996,id08_28_08,兵庫県８区,-,3,55844,27,室井邦彦,男,1947/4/10 0:00,,自,,,新,
41,1996,id08_28_08,兵庫県８区,比当,2,41166,19.9,藤木洋子,,,,共,,,元,
41,1996,id08_28_08,兵庫県８区,-,3,23231,11.2,畑中五雄,,,,民,社,,新,
41,1996,id08_28_08,兵庫県８区,-,3,8247,4,小西純一郎,,,,会,,,新,
41,1996,id08_28_08,兵庫県８区,-,3,6058,2.9,武田正昭,,,,無,,,新,
41,1996,id08_28_08,兵庫県８区,-,3,1312,0.6,鈴木剛,,,,合,,,新,
41,1996,id08_28_09,兵庫県９区,当,1,75274,38.4,宮本一三,男,1931/9/7 0:00,2,進,生,,前,
41,1996,id08_28_09,兵庫県９区,比当,2,67329,34.4,原健三郎,,,,自,渡,志帥会,前,
41,1996,id08_28_09,兵庫県９区,-,3,28515,14.5,若宮清,,,,民,さ,,新,
41,1996,id08_28_09,兵庫県９区,-,3,24865,12.7,石井晋,,,,共,,,新,
41,1996,id08_28_10,兵庫県１０区,当,1,77919,43.1,塩田晋,,,4,進,,,元,
41,1996,id08_28_10,兵庫県１０区,-,3,74615,41.3,渡海紀三朗,男,1948/2/11 0:00,,さ,,,前,自民
41,1996,id08_28_10,兵庫県１０区,-,3,16836,9.3,大椙鉄夫,男,1948/4/9 0:00,,共,,,新,
41,1996,id08_28_10,兵庫県１０区,-,3,11432,6.3,中西裕三,,,,会,,,新,
41,1996,id08_28_11,兵庫県１１区,当,1,64896,32.8,戸井田徹,男,1951/11/25 0:00,1,自,,,新,
41,1996,id08_28_11,兵庫県１１区,-,3,61185,30.9,五島壮,,,,進,,,新,
41,1996,id08_28_11,兵庫県１１区,-,3,28303,14.3,後藤茂,,,,民,市,,前,
41,1996,id08_28_11,兵庫県１１区,-,3,27371,13.8,松本剛明,男,1959/4/25 0:00,,無,,,新,
41,1996,id08_28_11,兵庫県１１区,-,3,15970,8.1,南光勝美,,,,共,,,新,
41,1996,id08_28_12,兵庫県１２区,当,1,94936,48.7,河本三郎,男,1950/9/7 0:00,1,自,,,新,
41,1996,id08_28_12,兵庫県１２区,-,3,80408,41.3,山口壮,男,1954/10/3 0:00,,進,,,新,
41,1996,id08_28_12,兵庫県１２区,-,3,19492,10,太田清幸,男,1955/6/10 0:00,,共,,,新,
41,1996,id08_29_01,奈良県１区,当,1,60507,37,高市早苗,女,1961/3/7 0:00,2,進,由,,前,
41,1996,id08_29_01,奈良県１区,-,3,50249,30.7,森岡正宏,男,1943/1/29 0:00,,自,,,新,
41,1996,id08_29_01,奈良県１区,比当,2,33802,20.7,辻第一,,,,共,,,元,
41,1996,id08_29_01,奈良県１区,比当,2,18994,11.6,家西悟,,,,民,,,新,
41,1996,id08_29_02,奈良県２区,当,1,65679,41.3,滝実,男,1938/9/15 0:00,1,自,,,新,
41,1996,id08_29_02,奈良県２区,-,3,45837,28.8,鎌田博貴,,,,進,,,新,
41,1996,id08_29_02,奈良県２区,-,3,24476,15.4,宇賀神せつ子,,,,共,,,新,
41,1996,id08_29_02,奈良県２区,-,3,17513,11,田中惟允,,,,民,,,新,
41,1996,id08_29_02,奈良県２区,-,3,5641,3.5,岡井康弘,,,,合,日,,新,
41,1996,id08_29_03,奈良県３区,当,1,72682,42.1,奥野誠亮,,,12,自,,,前,
41,1996,id08_29_03,奈良県３区,-,3,64671,37.5,森本晃司,,,,進,公,,前,
41,1996,id08_29_03,奈良県３区,-,3,18465,10.7,鎌野祥二,,,,共,,,新,
41,1996,id08_29_03,奈良県３区,-,3,16647,9.7,和田作郎,,,,民,,,新,
41,1996,id08_29_04,奈良県４区,当,1,80397,44.6,前田武志,,,4,進,生,,前,
41,1996,id08_29_04,奈良県４区,比当,2,79759,44.2,田野瀬良太郎,男,1943/10/31 0:00,,自,渡,志帥会,前,
41,1996,id08_29_04,奈良県４区,-,3,12058,6.7,樋口兼三郎,,,,共,,,新,
41,1996,id08_29_04,奈良県４区,-,3,8111,4.5,村田光,,,,民,社,,新,
41,1996,id08_30_01,和歌山県１区,当,1,66428,35.9,中西啓介,,,7,進,生,,元,
41,1996,id08_30_01,和歌山県１区,-,3,58119,31.4,旅田卓宗,,,,無,,,新,
41,1996,id08_30_01,和歌山県１区,-,3,34851,18.8,東力,,,,自,,,元,
41,1996,id08_30_01,和歌山県１区,-,3,25016,13.5,奥村明春,,,,共,,,新,
41,1996,id08_30_01,和歌山県１区,-,3,872,0.5,田畑真佐子,,,,無,,,新,
41,1996,id08_30_02,和歌山県２区,当,1,74734,52.5,岸本光造,,,2,自,渡,志帥会,前,
41,1996,id08_30_02,和歌山県２区,-,3,48048,33.7,鶴保庸介,,,,進,,,新,
41,1996,id08_30_02,和歌山県２区,-,3,19637,13.8,吉田小雪,,,,共,,,新,
41,1996,id08_30_03,和歌山県３区,当,1,115681,49.2,二階俊博,男,1939/2/17 0:00,5,進,生,,前,
41,1996,id08_30_03,和歌山県３区,比当,2,101074,43,野田実,,,,自,三,清和会,前,
41,1996,id08_30_03,和歌山県３区,-,3,18155,7.7,原矢寸久,男,1951/10/21 0:00,,共,,,新,
41,1996,id09_31_01,鳥取県１区,当,1,94147,62.5,石破茂,男,1957/2/4 0:00,4,無,進,,前,
41,1996,id09_31_01,鳥取県１区,-,3,28496,18.9,知久馬二三子,,,,社,,,新,さきがけ
41,1996,id09_31_01,鳥取県１区,-,3,14845,9.9,岩永尚之,男,1956/11/26 0:00,,共,,,新,
41,1996,id09_31_01,鳥取県１区,-,3,13221,8.8,山田篤,,,,会,社,,新,
41,1996,id09_31_02,鳥取県２区,当,1,69256,46.4,相沢英之,,,8,自,宮,宏池会,前,
41,1996,id09_31_02,鳥取県２区,-,3,64199,43.1,山内功,男,1954/10/16 0:00,,進,,,新,
41,1996,id09_31_02,鳥取県２区,-,3,15665,10.5,長尾達也,,,,共,,,新,
41,1996,id09_32_01,島根県１区,当,1,73907,52.1,細田博之,男,1944/4/5 0:00,3,自,三,清和会,前,
41,1996,id09_32_01,島根県１区,比当,2,46481,32.8,石橋大吉,,,,民,社,,前,
41,1996,id09_32_01,島根県１区,-,3,21416,15.1,中林佳子,女,1945/12/2 0:00,,共,,,元,
41,1996,id09_32_02,島根県２区,当,1,86462,54.4,竹下登,,,14,自,,,前,
41,1996,id09_32_02,島根県２区,-,3,62790,39.5,錦織淳,男,1945/7/30 0:00,,さ,,,前,民主
41,1996,id09_32_02,島根県２区,-,3,9822,6.2,佐々木洋子,,,,共,,,新,
41,1996,id09_32_03,島根県３区,当,1,82526,58.2,亀井久興,男,1939/11/8 0:00,2,自,,,元,
41,1996,id09_32_03,島根県３区,-,3,30313,21.4,大橋弘昌,,,,進,,,新,
41,1996,id09_32_03,島根県３区,-,3,19399,13.7,出島千鶴子,,,,社,,,新,
41,1996,id09_32_03,島根県３区,-,3,9641,6.8,平田守,,,,共,,,新,
41,1996,id09_33_01,岡山県１区,当,1,116639,61.1,逢沢一郎,男,1954/6/10 0:00,4,自,宮,宏池会,前,さきがけ
41,1996,id09_33_01,岡山県１区,-,3,54651,28.6,日笠勝之,,,,進,公,,前,
41,1996,id09_33_01,岡山県１区,-,3,19743,10.3,森脇久紀,,,,共,,,新,
41,1996,id09_33_02,岡山県２区,当,1,88569,54.8,熊代昭彦,男,1940/2/21 0:00,2,自,小,平成研,前,
41,1996,id09_33_02,岡山県２区,比当,2,51551,31.9,中桐伸五,,,,民,,,新,
41,1996,id09_33_02,岡山県２区,-,3,21431,13.3,尾崎宏子,女,1956/9/16 0:00,,共,,,新,
41,1996,id09_33_03,岡山県３区,当,1,130101,65.3,平沼赳夫,男,1939/8/3 0:00,6,自,三,清和会,前,
41,1996,id09_33_03,岡山県３区,-,3,53653,26.9,西岡憲康,,,,進,日,,新,
41,1996,id09_33_03,岡山県３区,-,3,15425,7.7,長畑竜介,,,,共,,,新,
41,1996,id09_33_04,岡山県４区,当,1,152595,68,橋本竜太郎,,,12,自,小,平成研,前,
41,1996,id09_33_04,岡山県４区,比当,2,56646,25.2,加藤六月,,,,進,生,,前,
41,1996,id09_33_04,岡山県４区,-,3,15173,6.8,垣内雄一,男,1964/9/2 0:00,,共,,,新,
41,1996,id09_33_05,岡山県５区,当,1,125188,66.8,村田吉隆,男,1944/7/30 0:00,3,自,宮,宏池会,前,
41,1996,id09_33_05,岡山県５区,-,3,42555,22.7,木口京子,,,,民,さ,,新,新進・さきがけ
41,1996,id09_33_05,岡山県５区,-,3,12344,6.6,斉藤玲子,,,,共,,,新,
41,1996,id09_33_05,岡山県５区,-,3,7296,3.9,福田哲也,,,,会,,,新,
41,1996,id09_34_01,広島県１区,当,1,64709,44.1,岸田文雄,男,1957/7/29 0:00,2,自,宮,宏池会,前,
41,1996,id09_34_01,広島県１区,-,3,42108,28.7,中原好治,,,,進,日,,新,
41,1996,id09_34_01,広島県１区,-,3,12301,8.4,松坂知恒,,,,社,,,新,
41,1996,id09_34_01,広島県１区,-,3,11128,7.6,平野光徳,,,,共,,,新,
41,1996,id09_34_01,広島県１区,-,3,9746,6.6,堀間禎子,,,,民,社,,新,
41,1996,id09_34_01,広島県１区,-,3,5930,4,信井裕子,,,,会,,,新,
41,1996,id09_34_01,広島県１区,-,3,939,0.6,新本均,,,,無,,,新,
41,1996,id09_34_02,広島県２区,当,1,67876,34.7,粟屋敏信,,,4,進,生,,前,
41,1996,id09_34_02,広島県２区,比当,2,60968,31.2,檜田仁,,,,自,,,新,
41,1996,id09_34_02,広島県２区,比当,2,48142,24.6,秋葉忠利,男,1942/11/3 0:00,,社,,,前,さきがけ・自連
41,1996,id09_34_02,広島県２区,-,3,14688,7.5,牧野輝子,,,,共,,,新,
41,1996,id09_34_02,広島県２区,-,3,3862,2,翫正敏,,,,会,,,新,
41,1996,id09_34_03,広島県３区,当,1,65928,38.3,河井克行,男,1963/3/11 0:00,1,自,小,平成研,新,
41,1996,id09_34_03,広島県３区,-,3,57516,33.4,増原義剛,男,1945/6/1 0:00,,進,,,新,
41,1996,id09_34_03,広島県３区,-,3,18714,10.9,辻駒啓三,,,,会,,,新,
41,1996,id09_34_03,広島県３区,-,3,16476,9.6,片山春子,,,,社,,,新,さきがけ
41,1996,id09_34_03,広島県３区,-,3,13506,7.8,田中富範,,,,共,,,新,
41,1996,id09_34_04,広島県４区,当,1,97056,69.7,中川秀直,男,1944/2/2 0:00,6,自,三,清和会,前,
41,1996,id09_34_04,広島県４区,-,3,27875,20,秋光民恵,,,,会,,,新,
41,1996,id09_34_04,広島県４区,-,3,14365,10.3,西岡潤,,,,共,,,新,
41,1996,id09_34_05,広島県５区,当,1,105602,59.7,池田行彦,,,8,自,宮,宏池会,前,
41,1996,id09_34_05,広島県５区,-,3,45849,25.9,森井忠良,,,,民,社,,前,
41,1996,id09_34_05,広島県５区,-,3,14851,8.4,八山雪光,,,,会,,,新,
41,1996,id09_34_05,広島県５区,-,3,10468,5.9,堀越和行,,,,共,,,新,
41,1996,id09_34_06,広島県６区,当,1,122071,48.8,亀井静香,男,1936/11/1 0:00,7,自,三,清和会,前,
41,1996,id09_34_06,広島県６区,-,3,88391,35.4,佐藤公治,男,1959/7/28 0:00,,進,,,新,
41,1996,id09_34_06,広島県６区,-,3,29092,11.6,小森龍邦,,,,会,社,,前,
41,1996,id09_34_06,広島県６区,-,3,10373,4.2,橋本奉文,,,,共,,,新,
41,1996,id09_34_07,広島県７区,当,1,95045,47.3,宮沢喜一,,,11,自,宮,宏池会,前,
41,1996,id09_34_07,広島県７区,-,3,69603,34.7,柳田稔,,,,進,民,,前,
41,1996,id09_34_07,広島県７区,-,3,21240,10.6,高橋晋作,,,,会,,,新,
41,1996,id09_34_07,広島県７区,-,3,14915,7.4,清水松太郎,,,,共,,,新,
41,1996,id09_35_01,山口県１区,当,1,125924,72.6,高村正彦,男,1942/3/15 0:00,6,自,河,志公会,前,
41,1996,id09_35_01,山口県１区,-,3,39268,22.6,林洋武,,,,共,,,新,
41,1996,id09_35_01,山口県１区,-,3,8325,4.8,三好一平,,,,無,,,新,
41,1996,id09_35_02,山口県２区,当,1,81108,38.6,佐藤信二,,,7,自,小,平成研,前,
41,1996,id09_35_02,山口県２区,-,3,78944,37.6,松岡満寿男,,,,進,日,,前,
41,1996,id09_35_02,山口県２区,-,3,33428,15.9,山田健一,,,,民,社,,新,
41,1996,id09_35_02,山口県２区,-,3,13710,6.5,山中良二,男,1959/1/17 0:00,,共,,,新,
41,1996,id09_35_02,山口県２区,-,3,2854,1.4,吉川肇造,,,,会,,,新,
41,1996,id09_35_03,山口県３区,当,1,108995,69.5,河村建夫,男,1942/11/10 0:00,3,自,三,清和会,前,
41,1996,id09_35_03,山口県３区,-,3,29337,18.7,天満屋是清,,,,共,,,新,
41,1996,id09_35_03,山口県３区,-,3,12834,8.2,佐々木信夫,,,,無,,,新,
41,1996,id09_35_03,山口県３区,-,3,5599,3.6,伊藤悦雄,,,,無,,,新,
41,1996,id09_35_04,山口県４区,当,1,93459,54.3,安倍晋三,男,1954/9/21 0:00,2,自,三,清和会,前,
41,1996,id09_35_04,山口県４区,-,3,59676,34.7,古賀敬章,男,1953/4/25 0:00,,進,生,,前,
41,1996,id09_35_04,山口県４区,-,3,18853,11,池之上博,,,,共,,,新,
41,1996,id10_36_01,徳島県１区,当,1,47057,37.7,仙谷由人,男,1946/1/15 0:00,2,民,社,,元,
41,1996,id10_36_01,徳島県１区,-,3,41133,33,三木俊治,,,,自,,,新,
41,1996,id10_36_01,徳島県１区,-,3,23684,19,太田宏美,,,,進,,,新,
41,1996,id10_36_01,徳島県１区,-,3,11092,8.9,上村秀明,男,1959/1/1 0:00,,共,,,新,
41,1996,id10_36_01,徳島県１区,-,3,1739,1.4,金丸昌弘,,,,無,,,新,
41,1996,id10_36_02,徳島県２区,当,1,86663,73,山口俊一,男,1950/2/28 0:00,3,自,渡,志帥会,前,さきがけ
41,1996,id10_36_02,徳島県２区,-,3,16576,14,カコイ浩一,,,,共,,,新,
41,1996,id10_36_02,徳島県２区,-,3,15469,13,河村洋二,,,,会,,,新,
41,1996,id10_36_03,徳島県３区,当,1,64762,47.6,岩浅嘉仁,,,2,進,生,,前,
41,1996,id10_36_03,徳島県３区,-,3,61113,44.9,三木申三,,,,自,,,新,
41,1996,id10_36_03,徳島県３区,-,3,10138,7.5,久米誠司,,,,共,,,新,
41,1996,id10_37_01,香川県１区,当,1,62612,36.3,藤本孝雄,,,10,自,河,志公会,前,
41,1996,id10_37_01,香川県１区,-,3,55578,32.2,平井卓也,男,1958/1/25 0:00,,進,,,新,
41,1996,id10_37_01,香川県１区,-,3,31501,18.3,真鍋光広,,,,民,さ,,元,
41,1996,id10_37_01,香川県１区,-,3,12964,7.5,加藤繁秋,,,,社,,,元,
41,1996,id10_37_01,香川県１区,-,3,9737,5.6,河村整,男,1959/6/6 0:00,,共,,,新,
41,1996,id10_37_02,香川県２区,当,1,98531,78.7,木村義雄,男,1948/4/17 0:00,4,自,渡,志帥会,前,
41,1996,id10_37_02,香川県２区,-,3,26658,21.3,松村久,,,,共,,,新,
41,1996,id10_37_03,香川県３区,当,1,79870,48.9,大野功統,男,1935/10/16 0:00,4,自,渡,志帥会,前,
41,1996,id10_37_03,香川県３区,-,3,62468,38.3,月原茂皓,,,,進,生,,前,
41,1996,id10_37_03,香川県３区,-,3,13026,8,奥田研二,男,1945/6/11 0:00,,社,,,新,さきがけ
41,1996,id10_37_03,香川県３区,-,3,7917,4.8,中谷浩一,,,,共,,,新,
41,1996,id10_38_01,愛媛県１区,当,1,90305,45.3,関谷勝嗣,,,8,自,渡,志帥会,前,
41,1996,id10_38_01,愛媛県１区,-,3,85794,43.1,中村時広,,,,進,日,,前,
41,1996,id10_38_01,愛媛県１区,-,3,17437,8.8,佐々木泉,,,,共,,,新,
41,1996,id10_38_01,愛媛県１区,-,3,5652,2.8,中島清延,,,,会,社,,新,
41,1996,id10_38_02,愛媛県２区,当,1,118966,70.3,村上誠一郎,男,1952/5/11 0:00,4,自,河,志公会,前,
41,1996,id10_38_02,愛媛県２区,-,3,27060,16,梅崎雪男,,,,社,,,新,
41,1996,id10_38_02,愛媛県２区,-,3,23143,13.7,谷田慶子,,,,共,,,新,
41,1996,id10_38_03,愛媛県３区,当,1,80415,52.6,小野晋也,男,1955/4/28 0:00,2,自,三,清和会,前,
41,1996,id10_38_03,愛媛県３区,-,3,38484,25.2,藤田高敏,,,,社,,,元,
41,1996,id10_38_03,愛媛県３区,-,3,22038,14.4,日野啓佑,,,,進,日,,新,
41,1996,id10_38_03,愛媛県３区,-,3,11982,7.8,平本哲郎,,,,共,,,新,
41,1996,id10_38_04,愛媛県４区,当,1,113587,61,山本公一,男,1947/9/4 0:00,2,自,宮,宏池会,前,
41,1996,id10_38_04,愛媛県４区,-,3,61244,32.9,高橋英吾,,,,進,自,,新,
41,1996,id10_38_04,愛媛県４区,-,3,11314,6.1,石本憲一,男,1947/1/2 0:00,,共,,,新,
41,1996,id10_39_01,高知県１区,当,1,33523,28.6,山原健二郎,,,10,共,,,前,
41,1996,id10_39_01,高知県１区,比当,2,31391,26.7,五島正規,男,1939/3/5 0:00,,民,社,,前,自民・さきがけ
41,1996,id10_39_01,高知県１区,-,3,30281,25.8,石田祝稔,男,1951/9/1 0:00,,進,公,,前,
41,1996,id10_39_01,高知県１区,-,3,21480,18.3,谷相勝二,,,,無,,,新,
41,1996,id10_39_01,高知県１区,-,3,678,0.6,横田達雄,,,,無,,,新,
41,1996,id10_39_02,高知県２区,当,1,72772,62.9,中谷元,男,1957/10/14 0:00,3,自,宮,宏池会,前,さきがけ
41,1996,id10_39_02,高知県２区,-,3,26018,22.5,谷崎治之,男,1959/1/16 0:00,,共,,,新,
41,1996,id10_39_02,高知県２区,-,3,16820,14.5,浜田嘉彦,,,,会,,,新,
41,1996,id10_39_03,高知県３区,当,1,72961,56.1,山本有二,男,1952/5/11 0:00,3,自,河,志公会,前,さきがけ
41,1996,id10_39_03,高知県３区,-,3,37484,28.8,広田勝,,,,無,自,,新,新進・公明
41,1996,id10_39_03,高知県３区,比当,2,19549,15,春名真章,,,,共,,,新,
41,1996,id11_40_01,福岡県１区,当,1,74537,46.7,松本龍,男,1951/5/17 0:00,3,民,社,,前,
41,1996,id11_40_01,福岡県１区,-,3,56748,35.5,西田藤二,,,,自,,,新,
41,1996,id11_40_01,福岡県１区,-,3,21839,13.7,大賀サワ子,,,,共,,,新,
41,1996,id11_40_01,福岡県１区,-,3,6629,4.1,山口実,,,,諸,,,新,
41,1996,id11_40_02,福岡県２区,当,1,98095,49.2,山崎拓,男,1936/12/11 0:00,9,自,渡,志帥会,前,
41,1996,id11_40_02,福岡県２区,-,3,73066,36.7,山崎広太郎,,,,進,日,,前,
41,1996,id11_40_02,福岡県２区,-,3,19151,9.6,長尾正昭,,,,共,,,新,
41,1996,id11_40_02,福岡県２区,-,3,6242,3.1,中願寺純隆,,,,無,,,新,
41,1996,id11_40_02,福岡県２区,-,3,2663,1.3,岡地緑,,,,合,,,新,
41,1996,id11_40_03,福岡県３区,当,1,88953,49,太田誠一,男,1945/10/30 0:00,6,自,進,,前,
41,1996,id11_40_03,福岡県３区,-,3,66788,36.8,楢崎欣弥,男,1943/8/19 0:00,,進,,,新,
41,1996,id11_40_03,福岡県３区,-,3,21421,11.8,高田裕治,,,,共,,,新,
41,1996,id11_40_03,福岡県３区,-,3,4560,2.5,矢野匡,,,,合,,,新,
41,1996,id11_40_04,福岡県４区,当,1,86765,50.4,渡辺具能,男,1941/4/7 0:00,1,自,,,新,
41,1996,id11_40_04,福岡県４区,-,3,62051,36.1,東順治,男,1946/10/6 0:00,,進,公,,前,
41,1996,id11_40_04,福岡県４区,-,3,19211,11.2,吉田照雄,,,,共,,,新,
41,1996,id11_40_04,福岡県４区,-,3,3984,2.3,畑江隆,,,,合,,,新,
41,1996,id11_40_05,福岡県５区,当,1,85399,43.2,原田義昭,男,1944/10/1 0:00,2,自,,,元,
41,1996,id11_40_05,福岡県５区,-,3,66353,33.6,楠田幹人,,,,進,,,新,
41,1996,id11_40_05,福岡県５区,-,3,25810,13.1,佐藤耕造,,,,合,,,新,
41,1996,id11_40_05,福岡県５区,-,3,19895,10.1,木原民也,,,,共,,,新,
41,1996,id11_40_06,福岡県６区,当,1,106262,53.6,古賀正浩,,,4,進,生,,前,
41,1996,id11_40_06,福岡県６区,-,3,71742,36.2,根城堅,,,,自,,,新,
41,1996,id11_40_06,福岡県６区,-,3,20368,10.3,丸林秀彦,,,,共,,,新,
41,1996,id11_40_07,福岡県７区,当,1,90432,42.2,古賀誠,男,1940/8/5 0:00,6,自,宮,宏池会,前,
41,1996,id11_40_07,福岡県７区,-,3,69305,32.4,塩塚公一,,,,進,,,新,
41,1996,id11_40_07,福岡県７区,-,3,38885,18.2,細谷治通,,,,民,社,,前,
41,1996,id11_40_07,福岡県７区,-,3,15452,7.2,笠原忠雄,,,,共,,,新,
41,1996,id11_40_08,福岡県８区,当,1,114408,50.5,麻生太郎,男,1940/9/20 0:00,6,自,宮,宏池会,前,
41,1996,id11_40_08,福岡県８区,比当,2,80974,35.7,岩田順介,,,,民,社,,前,
41,1996,id11_40_08,福岡県８区,-,3,31206,13.8,本田文吉,,,,共,,,新,
41,1996,id11_40_09,福岡県９区,当,1,91757,42.6,北橋健治,男,1953/3/19 0:00,3,進,民,,前,
41,1996,id11_40_09,福岡県９区,-,3,76974,35.7,三原朝彦,男,1947/5/23 0:00,,さ,,,前,自民
41,1996,id11_40_09,福岡県９区,-,3,46656,21.7,小沢和秋,,,,共,,,元,
41,1996,id11_40_10,福岡県１０区,当,1,95967,43.9,自見庄三郎,男,1945/11/5 0:00,5,自,渡,志帥会,前,
41,1996,id11_40_10,福岡県１０区,-,3,81678,37.4,弘友和夫,,,,進,公,,前,
41,1996,id11_40_10,福岡県１０区,-,3,36118,16.5,木下紀男,,,,共,,,新,
41,1996,id11_40_10,福岡県１０区,-,3,4826,2.2,中島英孝,,,,合,,,新,
41,1996,id11_40_11,福岡県１１区,当,1,66798,38.6,山本幸三,男,1948/8/8 0:00,2,進,生,,前,
41,1996,id11_40_11,福岡県１１区,比当,2,51569,29.8,中西績介,,,,社,,,前,さきがけ
41,1996,id11_40_11,福岡県１１区,-,3,42152,24.3,武田良太,男,1968/4/1 0:00,,自,,,新,
41,1996,id11_40_11,福岡県１１区,-,3,12741,7.4,猪本忠夫,,,,共,,,新,
41,1996,id11_41_01,佐賀県１区,当,1,62515,39,原口一博,男,1959/7/2 0:00,1,進,自,,新,民主
41,1996,id11_41_01,佐賀県１区,比当,2,60286,37.6,坂井隆憲,,,,自,三,清和会,前,
41,1996,id11_41_01,佐賀県１区,-,3,27514,17.1,緒方克陽,,,,社,,,前,さきがけ
41,1996,id11_41_01,佐賀県１区,-,3,7670,4.8,上村泰稔,男,1965/5/4 0:00,,共,,,新,
41,1996,id11_41_01,佐賀県１区,-,3,2493,1.6,木村隆,男,1951/1/27 0:00,,合,,,新,
41,1996,id11_41_02,佐賀県２区,当,1,75072,55.8,今村雅弘,男,1947/1/5 0:00,1,自,,,新,
41,1996,id11_41_02,佐賀県２区,-,3,49337,36.7,横尾俊彦,,,,進,日,,新,
